"offerId","categoryL1","categoryL2","categoryL3","categoryL4","categoryL5","categoryPath"
"AA48434","Electronics","Electronics Accessories","Computer Components","Computer Racks & Mounts","Empty","Electronics > Electronics Accessories > Computer Components > Computer Racks & Mounts"
"AA48481","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48482","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48486","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48487","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48488","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48490","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48491","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48494","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48496","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48497","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48523","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA48543","Electronics","Electronics Accessories","Power","Batteries","UPS Batteries","Electronics > Electronics Accessories > Power > Batteries > UPS Batteries"
"AA51018","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer, Copier & Fax Machine Replacement Parts","Empty","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer, Copier & Fax Machine Replacement Parts"
"AA51331","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA51365","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer, Copier & Fax Machine Replacement Parts","Empty","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer, Copier & Fax Machine Replacement Parts"
"AA51399","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA51438","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA51806","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA51875","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA51876","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA51994","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52011","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52212","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52213","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Printheads","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Printheads"
"AA52214","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Printheads","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Printheads"
"AA52215","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Printheads","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Printheads"
"AA52216","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Printheads","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Printheads"
"AA52217","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52218","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52220","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52221","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52222","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52223","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52224","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52238","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52241","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52243","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52244","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52267","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Printheads","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Printheads"
"AA52271","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52298","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52336","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52337","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
"AA52338","Electronics","Print, Copy, Scan & Fax","Printer, Copier & Fax Machine Accessories","Printer Consumables","Toner & Inkjet Cartridges","Electronics > Print, Copy, Scan & Fax > Printer, Copier & Fax Machine Accessories > Printer Consumables > Toner & Inkjet Cartridges"
